NOM;DCI1
VOLTARENE EMULGEL;DICLOFENAC
REBETOL;RIBAVIRINE
VOMISTOP 10 MG;METOCLOPRAMIDE
LEVITRA;VARDENAFIL
XENICAL;ORLISTAT
ODIA;GLIMEPIRIDE
VIRAFERONPEG 120  G;INTERFERON ALFA-2B PEGYLE
BIPRETERAX ARGININE 10 MG/2.5 MG;PERINDOPRIL / INDAPAMIDE
RETISOL-A;TRETINOINE
KEFOTAX IM;CEFOTAXIME
CLAMOXYL;AMOXICILLINE
ISOPRINOSINE;INOSINE ACEDOBENE DIMEPRANOL
STEDIRIL;NORGESTREL / ETHINYLESTRADIOL
GENTAGAM 10;GENTAMICINE
ARGENT COLLOIDAL 5%;ARGENT COLLOIDAL
KARDEGIC;ACIDE ACETYLSALICYLIQUE
CALPOL SIX PLUS;PARACETAMOL
BUCCOSEPT;CHLORHEXIDINE
MIDAZOLAM AGUETTANT 5 MG/ML;MIDAZOLAM
MENCEVAX ACWY;VACCIN ANTIMENINGOCOCCIQUE A, C,W135 ET Y
ENTERAL;NIFUROXAZIDE
METHOTREXATE MYLAN;METHOTREXATE
KLARCINE 250 MG;CLARITHROMYCINE
KLARCINE 250 MG;CLARITHROMYCINE
CARTEOL;CARTEOLOL
CHOLESTIN 40 MG;SIMVASTATINE
ARANESP 80  G;DARBEPOETIN ALFA
GLYCAN 850 RETARD;METFORMINE
ALGIK;PARACETAMOL / CAFEINE
CIPROFLOXACINE GT;CIPROFLOXACINE
STRUCTUM;CHONDROITINE
MYCOFLU;FLUCONAZOLE
XYZALL;LEVOCETIRIZINE
GLUCOSE 5% LAPROPHAN;GLUCOSE
SERC;BETAHISTINE
FLUZOFT;FLUOXETINE
NAVELBINE;VINORELBINE
DERMOVAL;CLOBETASOL
HIBOR 10000 UI ANTI XA;BEMIPARINE
ISOTREX;ISOTRETINOINE
LIORESAL;BACLOFENE
MODINE;NIMODIPINE
HUMALOG KWIK PEN;INSULINE HUMAINE
CUTIVATE;FLUTICASONE
ATRICAN;TENONITROZOLE
ACEPRIL;PERINDOPRIL
ACEPRIL;PERINDOPRIL
MAZAX 500 MG;AZITHROMYCINE
CLIACIL;PHENOXYMETHYLPENICILLINE
CLIACIL;PHENOXYMETHYLPENICILLINE
FLOXAPEN;FLUCLOXACILLINE
APROVEL;IRBESARTAN
CURACNE;ISOTRETINOINE
CURACNE;ISOTRETINOINE
FLUOXET;FLUOXETINE
ARIXTRA 10 MG/0.8 ML;FONDAPARINUX SODIQUE
ADRIBLASTINE RD;DOXORUBICINE
ELOXATINE 5 MG/ML;OXALIPLATINE
IMUSPORIN;CICLOSPORINE
NIDAZOL;METRONIDAZOLE
MYCOSIL;AMPHOLYTE G
MELOXAM 7.5 MG PROMOPHARM;MELOXICAM
AVT;ACIDE ACETYLSALICYLIQUE / ACIDE ASCORBIQUE (VITAMINE C)
AULCER 20 MG;OMEPRAZOLE
EXOSEPTOPLIX;CHLORHEXIDINE DIGLUCONATE
TRITAZIDE 10MG / 12.5MG;RAMIPRIL / HYDROCHLOROTHIAZIDE
CARDINOR;CARVEDILOL
CARDINOR;CARVEDILOL
VOLTARENE 100 MG;DICLOFENAC
VOLTARENE 100 MG;DICLOFENAC
DOBUTAMINE AGUETTANT 250MG/20ML;DOBUTAMINE
AMEP 5;AMLODIPINE
MOPRAL;OMEPRAZOLE
VIRACEPT;NELFINAVIR
DIPROLENE 0.05%;BETAMETHASONE
AVELOX;MOXIFLOXACINE
CODETUX AD;CODEINE
STIEVAMYCINE;TRETINOINE / ERYTHROMYCINE
METHOTREXATE BELLON;METHOTREXATE
PHOSPHALUGEL;PHOSPHATE D'ALUMINIUM
HISTANORM;LORATADINE
DIASTAB;GLICLAZIDE
DIASTAB;GLICLAZIDE
NOLVADEX;TAMOXIFENE
PRIMPERAN;METOCLOPRAMIDE
MEXINE 250 MG;CIPROFLOXACINE
IMMUNOGLOBULINE NORMALE IV-LFB-CNTS 50 MG/ML;IMMUNOGLOBULINE HUMAINE NORMALE
BRUMIXOL;CICLOPIROXOLAMINE
COSOPT;DORZOLAMIDE / TIMOLOL
DIERGO SPRAY;DIHYDROERGOTAMINE
NEUPOGEN;FILGRASTIM
PURINETHOL;MERCAPTOPURINE
ACETATE SLF117;CONCENTRE POUR HEMODIALYSE
FRAXIPARINE;NADROPARINE
FLODIL;FELODIPINE
VALSARTAN WIN 80 MG;VALSARTAN
HEPSERA;ADEFOVIR
HEPSERA;ADEFOVIR
EFFORTIL;ETILEFRINE
ALTRACART II 1000G;CONCENTRE POUR HEMODIALYSE
ADIZEM;DILTIAZEM
ZADRYL;CETIRIZINE
INEGY 10MG/20MG;SIMVASTATINE / EZETIMIBE
DIFENAC;DICLOFENAC
ROXAM;PIROXICAM
APROVEL;IRBESARTAN
TARCEVA 100 MG;ERLOTINIB
TARCEVA 100 MG;ERLOTINIB
PIASCLEDINE;INSAPONIFICABLE D'AVOCAT ET DE SOJA
MILLIGYNON;NORETHISTERONE
AMOXICILLINE LLORENTE;AMOXICILLINE
DIAPHARM;DIAZEPAM
ACUILIX;QUINAPRIL / HYDROCHLOROTHIAZIDE
ENBREL 25MG;ETANERCEPT
ENBREL 25MG;ETANERCEPT
DIOVENOR;DIOSMINE
METHYLPREDNISOLONE MYLAN;METHYLPREDNISOLONE
CHLORAMPHENICOL LAPROPHAN;CHLORAMPHENICOL
FAZOL;ISOCONAZOLE
VASTAREL;TRIMETAZIDINE
VIRACEPT;NELFINAVIR
LIDOCAINE 2% VISQUEUSE LAPROPHAN;LIDOCAINE
AZOLE 4%;ALBENDAZOLE
PILO 2;PILOCARPINE
NUPENTIN;GABAPENTINE
XENICAL;ORLISTAT
ALGICON;ALGINATE DE MAGNESIUM / HYDROXYDE D'ALUMINIUM
LYRICA;PREGABALIN
HISTANORM;LORATADINE
PLAVIX;CLOPIDOGREL
UFT;TEGAFUR / URACILE
SULFOBACTIN;THIAMPHENICOL
PACLITAXEL COOPER;PACLITAXEL
PONSTYL;ACIDE MEFENAMIQUE
FEBREX ENFANT;PHENIRAMINE MALEATE / PARACETAMOL / ACIDE ASCORBIQUE
ETOPOSIDE COOPER;ETOPOSIDE
ETOPOSIDE COOPER;ETOPOSIDE
UFT;TEGAFUR / URACILE
ATENOR;ATENOLOL
CEROXIM;CEFUROXIME
ALZOLE;OMEPRAZOLE
ELEBLOC;CARTEOLOL
ELEBLOC;CARTEOLOL
ATROPINE PROMOPHARM 0,50 MG;ATROPINE
DOCETAXEL HOSPIRA 10 MG/ML;DOCETAXEL
RANIMAT;RANITIDINE
NEUTRAL;HYDROXYDE D'ALUMINIUM / HYDROXYDE DE MAGNESIUM
LEXOMIL;BROMAZEPAM
LIFONGID;TERBINAFINE
LIFONGID;TERBINAFINE
PHARMACRISTINE 1 MG/ML;VINCRISTINE
HOMEOPLASMINE;SOUCHE HOMEOPATHIQUE
PANADOL;PARACETAMOL
EAU P.P.I.;EAU POUR PREPARATION INJECTABLE
ANCINE PLUS 50MG/12.5MG;LOSARTAN / HYDROCHLOROTHIAZIDE
RANITIL;RANITIDINE
NETROMICINE;NETILMICINE
HEXAPNEUMINE;BICLOTYMOL
FLOGENCYL;B-ESCINE PURE ANHDYRE
ROFERON-A;INTERFERON ALFA-2A
CETAMYL;PARACETAMOL
MICARDIS PLUS;TELMISARTAN / HYDROCHLOROTHIAZIDE
SYMBICORT TURBUHALER;BUDESONIDE / FORMOTEROL
MEDROL;METHYLPREDNISOLONE
REMERON 30;MIRTAZAPINE
TRAMIUM 100 MG;TRAMADOL
LOMET;LANSOPRAZOLE
CURTEC;CETIRIZINE
ZOCOR;SIMVASTATINE
DIPROSALIC;BETAMETHASONE / ACIDE SALICYLIQUE
ENALAPRIL /HCTZ GT;ENALAPRIL / HYDROCHLOROTHIAZIDE
NOOTROPYL;PIRACETAM
NIVAQUINE;CHLOROQUINE
DIURIMAT;INDAPAMIDE
TEGUMA;TERBINAFINE
TEGUMA;TERBINAFINE
AXIMYCINE;AMOXICILLINE
ENTERAL;NIFUROXAZIDE
NEORAL;CICLOSPORINE
LEVITRA;VARDENAFIL
ACTONEL;RISEDRONATE
AVANDIA;ROSIGLITAZONE
FUMAFER;FER
ZOVIRAX;ACICLOVIR
ARACYTINE;CYTARABINE
TOTAPEN;AMPICILLINE
DOXINE;DOXYCYCLINE
KONAKION MM;PHYTOMENADIONE
TAMOXIFENE GT 20 MG;TAMOXIFENE
PERCUTALGINE;DEXAMETHASONE / SALICYLAMIDE
XANAX;ALPRAZOLAM
DOGMATIL;SULPIRIDE
UN-ALFA 0,25  G;ALFACALCIDOL
UN-ALFA 0,25  G;ALFACALCIDOL
FENAC PROMOPHARM;DICLOFENAC
CINABAC;CIPROFLOXACINE
CLAVAM;AMOXICILLINE / ACIDE CLAVULANIQUE
CLAVAM;AMOXICILLINE / ACIDE CLAVULANIQUE
ACNO 10 MG;ISOTRETINOINE
MEDIZAPIN 2.5MG;OLANZAPINE
MEDIZAPIN 2.5MG;OLANZAPINE
EOSINE PHARMA;EOSINE
RHINALLERGY;SOUCHE HOMEOPATHIQUE
HOMEOPATHIQUES UNITAIRES;SOUCHE HOMEOPATHIQUE
STRATTERA 60 MG;ATOMOXETINE
POLERY ENF.;ERYSIMUM / PHOLCODINE
LORASEC;LOPERAMIDE
ACTAPULGITE NOURRISSONS;ATTAPULGITE DE MORMOIRON ACTIVEE
ETOPOSIDE MYLAN;ETOPOSIDE
ASTAPH;FLUCLOXACILLINE
CLENIL FORTE;BECLOMETASONE
HEMOPUR A1;CONCENTRE POUR HEMODIALYSE
FLUMYK;FLUCONAZOLE
ATEPADENE;ADENOSINE TRIPHOSPHATE
LASILIX SPECIAL;FUROSEMIDE
CONVERTAL;CAPTOPRIL
ELVORINE;FOLINATE DE CALCIUM
KEFOTAX;CEFOTAXIME
GLUCOPHAGE 850;METFORMINE
SURGAM;ACIDE TIAPROFENIQUE
SICCAPROTECT;DEXPANTHENOL / ALCOOL POLYVINYLIQUE
ANDOL;PARACETAMOL
PSYTRAL;SERTRALINE
NORCURON;VECURONIUM
HIBOR 10000 UI ANTI XA;BEMIPARINE
HIBOR 7500 UI ANTI XA;BEMIPARINE
DAIVONEX;CALCIPOTRIOL
FELDENE FAST;PIROXICAM
BEVIRAN;MEBEVERINE
HISTAZINE;PROMETHAZINE
HISTAZINE;PROMETHAZINE
SERETIDE;FLUTICASONE / SALMETEROL
TOFRANIL;IMIPRAMINE
ESTRADERM;ESTRADIOL
SIMVASTATINE WIN 20 MG;SIMVASTATINE
RIFASONE;RIFAMYCINE / PREDNISOLONE
ENDOXAN 500 MG;CYCLOPHOSPHAMIDE
CHLORURE DE SODIUM 0.9%;CHLORURE DE SODIUM
AMLOR PLUS 10MG/10MG;AMLODIPINE / ATORVASTATINE
PULMOFLUIDE AD;BENZOATE DE SODIUM / TERPINE
FLUSKIN;FLUOCINONIDE
RIMEVAX;VACCIN ANTIROUGEOLEUX
HOSTACYCLINE;TETRACYCLINE
AZITHRIX;AZITHROMYCINE
TERFINE 250 MG PROMOPHARM;TERBINAFINE
ERLUS 2.5MG/5ML;DESLORATADINE
COLLU-HEXTRIL;HEXETIDINE
COLLU-HEXTRIL;HEXETIDINE
HYDRALIN;PERBORATE DE SODIUM / BORAX
EFFIPRED;PREDNISOLONE
LACIPIL;LACIDIPINE
RESINCALCIO;CALCIUM POLYSTYRENE SULFONATE
AMEP 5;AMLODIPINE
RHUFENE RHUME;IBUPROFENE / PSEUDOEPHEDRINE
TAU-KIT TEST D HALEINE A L UREE -13C POU;UREE
ODRIK;TRANDOLAPRIL
FORENE (H);ISOFLURANE
LYRICA;PREGABALIN
NEOCIP;CIPROFLOXACINE
BLEOMYCINE BELLON;BLEOMYCINE
AUGMENTIN;AMOXICILLINE / ACIDE CLAVULANIQUE
CORTANCYL;PREDNISONE
AMLOR;AMLODIPINE
ALGOFENE 20 MG/ML;IBUPROFENE
PROFLOX;CIPROFLOXACINE
PROFLOX;CIPROFLOXACINE
STATOR 20 MG;SIMVASTATINE
STATOR 20 MG;SIMVASTATINE
LOSARTAN GT;LOSARTAN
SIMVASTATINE WIN 40 MG;SIMVASTATINE
FUNGIZONE;AMPHOTERICINE B
INNOHEP 18 000 UI ANTI-XA/0,9 ML;TINZAPARINE
HEPARINE SODIQUE LEURQUIN;HEPARINE SODIQUE
AGIFENE;IBUPROFENE
NEOCLAV 100 MG/12.5 MG/ ML NOURRISSON;AMOXICILLINE / ACIDE CLAVULANIQUE
MICARDIS;TELMISARTAN
MICARDIS;TELMISARTAN
TAREG;VALSARTAN
FLUOCARIL BF 250;MONOFLUOROPHOSPHATE DE SODIUM
CACIT;CALCIUM
ICIN 0.3 %;CIPROFLOXACINE
RIACEN;PIROXICAM
ROMAC;ROXITHROMYCINE
GASTROP;CIMETIDINE
LOPRIL;CAPTOPRIL
CLOPRAME;METOCLOPRAMIDE
GENTOSYL;GENTAMICINE
FLOTRAL;ALFUZOSINE
NICOPASS 1.5 MG SANS SUCRE MENTHE FRAICHEUR;NICOTINE
TAVANIC;LEVOFLOXACINE
TAVANIC;LEVOFLOXACINE
PARGINE;ASPARTATE D'ARGININE
GLYCEMAT 30 MG LM;GLICLAZIDE
TERFINE 250 MG PROMOPHARM;TERBINAFINE
FLUOCARIL BF 2000;FLUORURE DE SODIUM
CUSICROM;CROMOGLYCATE DE SODIUM
NAPROSYNE;NAPROXENE
NAPROSYNE;NAPROXENE
PENAMOX;AMOXICILLINE
HEPT-A-MYL;HEPTAMINOL
PROTOS;RANELATE DE STRONTIUM
S-CITAP 10 MG;ESCITALOPRAM
CARVEDILOL GT;CARVEDILOL
STRATTERA 10 MG;ATOMOXETINE
CELESTENE;BETAMETHASONE
TRICEF IV;CEFTRIAXONE
NOVALGINE;METAMIZOLE
NOVALGINE;METAMIZOLE
NOOTROPYL;PIRACETAM
ACETATE EM 138;CONCENTRE POUR HEMODIALYSE
MUCOLATOR;ACETYLCYSTEINE
MINULET;GESTODENE / ETHINYLESTRADIOL
MORUPAR;VACCIN R.O.R
ZIACAINE 2 % SPECIALE;LIDOCAINE
TOTAPEN;AMPICILLINE
TRIFAX IM;CEFTRIAXONE
NALGESIC;FENOPROFENE
NARCOZEP;FLUNITRAZEPAM
DIFAL;DICLOFENAC
LYRICA;PREGABALIN
RABIPUR;VACCIN ANTIRABIQUE
LUTENYL;NOMEGESTROL
TROPHIRES ADULTES;PHOLCODINE / TENOATE DE SODIUM
EZETROL;EZETIMIBE
GLEMA;GLIMEPIRIDE
IXOR;OMEPRAZOLE
SEPTEAL;CHLORHEXIDINE
KEFOTAX;CEFOTAXIME
BICARBONATE SLF244;CONCENTRE POUR HEMODIALYSE
ERACID;CLARITHROMYCINE
IXOR;OMEPRAZOLE
GLUCOSE 5% LAPROPHAN;GLUCOSE
IKARAN LP;DIHYDROERGOTAMINE
NIMOTOP;NIMODIPINE
ZAMOX;AMOXICILLINE / ACIDE CLAVULANIQUE
CATAFLAM;DICLOFENAC
CLARIL;CLARITHROMYCINE
CIPROXINE;CIPROFLOXACINE
INTRALGIS SUSPENSION PEDIATRIQUE;IBUPROFENE
CLOFENE;DICLOFENAC
PROZAC;FLUOXETINE
DOXICAN;TENOXICAM
AMOXICILLINE LLORENTE;AMOXICILLINE
TOPIRAMATE GT 200 MG;TOPIRAMATE
BIPROL POLYMEDIC;BISOPROLOL
BIPROL POLYMEDIC;BISOPROLOL
IPOSEC;LANSOPRAZOLE
IPOSEC;LANSOPRAZOLE
DIGESTINE;METOCLOPRAMIDE
ALIMTA;PEMETREXED
TRIELLA;NORETHISTERONE / ETHINYLESTRADIOL
ARAVA;LEFLUNOMIDE
XENETIX 300;IOBITRIDOL
ZOFORA;PIROXICAM
VIBRA 200;DOXYCYCLINE
SEPTEAL;CHLORHEXIDINE
VALEX 500 MG;VALACICLOVIR
VALEX 500 MG;VALACICLOVIR
DOLI PEDIATRIQUE;PARACETAMOL
AMIKACINE MYLAN;AMIKACINE
CEPLATIN;CISPLATINE
CLAVAM;AMOXICILLINE / ACIDE CLAVULANIQUE
CLAVAM;AMOXICILLINE / ACIDE CLAVULANIQUE
KONAKION MM PAEDIATRIC;PHYTOMENADIONE
INNOHEP 2500 UI ANTI-XA/0,25 ML;TINZAPARINE
ORELOX;CEFPODOXIME
UTEPLEX;ACIDE URIDIQUE / 5-TRIPHOSPHORIQUE
RECORMON;EPOETINE BETA
ASTAPH;FLUCLOXACILLINE
GLUCOPHAGE 1000;METFORMINE
DOLOSTOP;PARACETAMOL
VERMOX;MEBENDAZOLE
BICARBONATE SLF92;CONCENTRE POUR HEMODIALYSE
ZYRTEC;CETIRIZINE
INSULET RAPIDE;INSULINE HUMAINE
FACTEUR VIII DE COAGULATION HUMAIN-CNTS 100 UI/ML;FACTEUR VIII
EXTENCILLINE;BENZATHINE BENZYLPENICILLINE
BETADINE;POLYVIDONE IODEE
AXIMYCINE;AMOXICILLINE
DOLIRHUME;PARACETAMOL / PSEUDOEPHEDRINE
INIPOMP;PANTOPRAZOLE
AXIMYCINE;AMOXICILLINE
LOCAPRED;DESONIDE
DILOVAC;CARVEDILOL
AMOXIL;AMOXICILLINE
ROFERON-A;INTERFERON ALFA-2A
INALAP 20 MG;ENALAPRIL
MEXINE 500 MG;CIPROFLOXACINE
MEXINE 750 MG;CIPROFLOXACINE
TOPIRAMATE GT 200 MG;TOPIRAMATE
PREVENAR;POLYOSIDES PNEUMOCOCCIQUES
PREVENAR;POLYOSIDES PNEUMOCOCCIQUES
GEPRID;GLIMEPIRIDE
GEPRID;GLIMEPIRIDE
RECORMON;EPOETINE BETA
RECORMON;EPOETINE BETA
OLICLINOMEL N6-900E;ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES
OLICLINOMEL N6-900E;ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES
GEPRID;GLIMEPIRIDE
GEPRID;GLIMEPIRIDE
OXALIPLATINE WIN 5 MG/ML;OXALIPLATINE
RHEUMON;ETOFENAMATE
NOVANTRONE;MITOXANTRONE
APAZIDE;NIFUROXAZIDE
RAPIFEN (H);ALFENTANIL
PENTASA;MESALAZINE
DERMOFIX;SERTACONAZOLE
DORMICUM;MIDAZOLAM
DORMICUM;MIDAZOLAM
BROMAX;AMBROXOL
EFITAC;RANITIDINE
EFITAC;RANITIDINE
MEGASFON 80 MG;PHLOROGLUCINOL
PIMLO 5MG;AMLODIPINE
THIAM;THIAMPHENICOL
THIAM;THIAMPHENICOL
BIPRETERAX;INDAPAMIDE / PERINDOPRIL
BOLINAN;POVIDONE
MUCOCIL AD;CARBOCYSTEINE
TROPHIRES COMPOSE ADULTES;HUILE ESSENTIELLE DEUCALYPTUS / PARACETAMOL
SIFROL 0.52 MG;PRAMIPEXOLE
COZAAR;LOSARTAN
MIRCERA 75  G/0.3 ML;EPOETINE BETA
IMATEC;IMATINIB
TIM-87 0,5 %;TIMOLOL
LEVAMOX;AMOXICILLINE / ACIDE CLAVULANIQUE
NEUTRAL;HYDROXYDE D'ALUMINIUM / HYDROXYDE DE MAGNESIUM
CLOPRAME;METOCLOPRAMIDE
ARICEPT;DONEPEZIL
PENAMOX;AMOXICILLINE
DICLOBERL;DICLOFENAC
DOXICAN;TENOXICAM
GENTAMICINE LLORENTE;GENTAMICINE
PROTON;OMEPRAZOLE
PROTON;OMEPRAZOLE
AMCARD;AMLODIPINE
ARIXTRA 7.5 MG/0.6 ML;FONDAPARINUX SODIQUE
OXIDEN;PIROXICAM
ETOPOSIDE EBEWE;ETOPOSIDE
VENULA 200MG;HYDROSMINE
VENULA 200MG;HYDROSMINE
LEVOFLOXACINE GT;LEVOFLOXACINE
DOLAMINE;PARACETAMOL / CAFEINE
GLURENOR;GLIQUIDONE
ADRENALINE 0,50 MG;EPINEPHRINE
ICAZ LP;ISRADIPINE
FLOXIMAT;OFLOXACINE
FLOXIMAT;OFLOXACINE
ZILDAM;PIROXICAM
WELLBUTRIN XR 150 MG;BUPROPION
WELLBUTRIN XR 150 MG;BUPROPION
CARBOXYL;CARBOCYSTEINE
ACETATE SLF 86;CONCENTRE POUR HEMODIALYSE
OEDES 40MG;OMEPRAZOLE
CO-TRIM;SULFAMETHOXAZOLE / TRIMETHOPRIME
METHERGIN;METHYLERGOMETRINE
ESTRAPATCH 40  G/24 HEURES;ESTRADIOL
STALEVO 100/25/200 MG;ENTACAPONE / LEVODOPA / CARBIDOPA
STALEVO 100/25/200 MG;ENTACAPONE / LEVODOPA / CARBIDOPA
AVD VIT B1 C DEROL ADULTE;ACIDE ACETYLSALICYLIQUE / THIAMINE (VITAMINE B1)
VOMISTOP 20 MG;METOCLOPRAMIDE
ORUVAIL;KETOPROFENE
AMODEX;AMOXICILLINE
SKINOSONE;BETAMETHASONE
CLOPRAME;METOCLOPRAMIDE
SPASMOPAN;N-BUTYL HYOSCINE
CARDENSIEL;BISOPROLOL
FUCITHALMIC;ACIDE FUSIDIQUE
FUCITHALMIC;ACIDE FUSIDIQUE
TIAFLAM 100MG;ACIDE TIAPROFENIQUE
TIAFLAM 100MG;ACIDE TIAPROFENIQUE
EXFORGE 5 MG /160 MG;AMLODIPINE / VALSARTAN
ESAC 40MG;ESOMEPRAZOLE
ESAC 40MG;ESOMEPRAZOLE
CEFTRIAXONE MYLAN IM 500 MG/2 ML;CEFTRIAXONE
DOLIPRANE;PARACETAMOL
CATEX;CIPROFLOXACINE
CATEX;CIPROFLOXACINE
CEFOTRIM;CEFTRIAXONE
TOPIRAMATE GT 100 MG;TOPIRAMATE
SUPANGINE;CHLORAMPHENICOL / BISMUTH SUCCINATE
GENTAGAM 80;GENTAMICINE
TRINOMYC;FLUCONAZOLE
ENALAPRIL /HCTZ GT;ENALAPRIL / HYDROCHLOROTHIAZIDE
MEDIZAPIN;OLANZAPINE
PECTRYL;BROMHEXINE / SULFOGAICOLE
HICONCIL;AMOXICILLINE
BISOLVOMYCINE;TETRACYCLINE / BROMHEXINE
TAFEN;TAMOXIFENE
TRIFAX IV;CEFTRIAXONE
CLAMOXYL;AMOXICILLINE
NURAVIT;CYPROHEPTADINE / THIAMINE (VITAMINE B1)
PRASTENOR 20MG;PRAVASTATINE
XERIUM 20 MG;PAROXETINE
STRATTERA 10 MG;ATOMOXETINE
FLAGYL;METRONIDAZOLE
DOTAREM;ACIDE GADOTERIQUE
CATALGINE ADULTE;ACIDE ACETYLSALICYLIQUE
APIDRA;INSULINE HUMAINE
CIPROXINE;CIPROFLOXACINE
TRIATEC;RAMIPRIL
AZANTAC;RANITIDINE
INEGY 10MG/40MG;SIMVASTATINE / EZETIMIBE
SODRIX LP 1.5MG;INDAPAMIDE
SODRIX LP 1.5MG;INDAPAMIDE
EXFORGE 5 MG /160 MG;AMLODIPINE / VALSARTAN
TAREG;VALSARTAN
MARVIL;OLANZAPINE
MARVIL;OLANZAPINE
RENITEC;ENALAPRIL
CARDINOR;CARVEDILOL
CARDINOR;CARVEDILOL
PROCTO GLYVENOL;TRIBENOSIDE / LIDOCAINE
NOVOCLIN;AMOXICILLINE / ACIDE CLAVULANIQUE
DOXICAN;TENOXICAM
COTAREG;VALSARTAN / HYDROCHLOROTHIAZIDE
GENTAMICINE LLORENTE;GENTAMICINE
COLOPATHIL;ATTAPULGITE DE MORMOIRON ACTIVEE
CARDENSIEL 10 MG;BISOPROLOL
NITROGLICERINE PH&T 25MG/5ML;TRINITRINE
NITROGLICERINE PH&T 25MG/5ML;TRINITRINE
CURTEC;CETIRIZINE
BELMAZOL 20MG;OMEPRAZOLE
XENID;DICLOFENAC
SARGENOR;ASPARTATE D'ARGININE
RINGER LACTATE SOTHEMA;CHLORURE DE SODIUM / CHLORURE DE POTASSIUM
BIOTIC PLUS;AMOXICILLINE / ACIDE CLAVULANIQUE
MAZAX 300 MG;AZITHROMYCINE
DI-ANTALVIC;PARACETAMOL / DEXTROPROPOXYPHENE
TRICHOGIN;TINIDAZOLE
MAXIPENE;IBUPROFENE
SANDIMMUN;CICLOSPORINE
SOLICAM;PIROXICAM
RIACEN;PIROXICAM
IMIDAZOL;FLUCONAZOLE
EAU P.P.I.;EAU POUR PREPARATION INJECTABLE
DEBRIDAT;TRIMEBUTINE
LANTUS;INSULINE HUMAINE
REGULAX;TEGUMENTS DISPAGHULL
ZOTROL;ATENOLOL
ALPHA KADOL POMMADE;COMPLEXE CHYMOTRYPSINE / PHENYLBUTAZONE
AMAREL;GLIMEPIRIDE
EPREX;EPOETINE ALFA
VITA C 1000 SANS SUCRE;ACIDE ASCORBIQUE (VITAMINE C)
ATROVENT;IPRATROPIUM
ATROVENT;IPRATROPIUM
CO-OLMETEC;OLMESARTAN / HYDROCHLOROTHIAZIDE
CO-OLMETEC;OLMESARTAN / HYDROCHLOROTHIAZIDE
GLUCONATE DE CALCIUM 10 % PROAMP;CALCIUM
TYSABRI 300MG;NATALIZUMAB
TYSABRI 300MG;NATALIZUMAB
MYCOSTER;CICLOPIROXOLAMINE
BRICANYL TURBUHALER;TERBUTALINE
INSULET MIX 30;INSULINE HUMAINE
CALCIFIX VIT D3;CALCIUM / COLECALCIFEROL (VITAMINE D3)
TRETACNE;ISOTRETINOINE
ZINNAT;CEFUROXIME
UTROGESTAN;PROGESTERONE
UTROGESTAN;PROGESTERONE
ARIXTRA 5 MG/0.4 ML;FONDAPARINUX SODIQUE
CALPOL;PARACETAMOL
JOSACINE ENFANT;JOSAMYCINE
ADO 1000MG;METFORMINE
GLUCOR;ACARBOSE
IBEFLOX;OFLOXACINE
GLUCOSE 5% SOTHEMA;GLUCOSE
ROVAMYCINE;SPIRAMYCINE
SCANDICAINE 2 % SPECIALE;MEPIVACAINE
CLOMITER;CLOTRIMAZOLE
HYDERGINE;DIHYDROERGOTOXINE
VIRAFERONPEG 150  G;INTERFERON ALFA-2B PEGYLE
PNEUMOCCID;AMOXICILLINE
FELDENE;PIROXICAM
PAXIL CR 25 MG;PAROXETINE
PAXIL CR 25 MG;PAROXETINE
PARANTAL;PARACETAMOL
TUSSIFED;TRIPROLIDINE / DEXTROMETHORPHANE
BIPEN 1 M;BENZYLPENICILLINE PROCAINE
DIFFERINE;ADAPALENE
FLEXEN;KETOPROFENE
VOLTARENE 0.1%;DICLOFENAC
TERIX;TERBINAFINE
TERIX;TERBINAFINE
GONAL-F 450 UI;FOLLITROPINE ALFA
GONAL-F 450 UI;FOLLITROPINE ALFA
CIBACEN;BENAZEPRIL
BUTOVENT;SALBUTAMOL
NORDAZ 7,5 MG;NORDAZEPAM
VERMOX;MEBENDAZOLE
TILCOTIL;TENOXICAM
CORALAN;IVABRADINE
OTIPAX;PHENAZONE / LIDOCAINE
ARTHROL LINIMENT;SALISYLATE DE PHENYLPROPYL / METHOXYSALICYLATE DETHYLE
NOVALGINE;METAMIZOLE
NOVALGINE;METAMIZOLE
CEFOTRIM;CEFTRIAXONE
OFLOCET;OFLOXACINE
OFLOCET;OFLOXACINE
DESTEC 0.5 MG/ML;DESLORATADINE
TRE-ZEN 20 MG;PAROXETINE
PLATAMINE;CISPLATINE
AVAXIM;VACCIN ANTI-HEPATITE A
REQUIP 5 MG;ROPINIROLE
OXALISIN 5 MG/ML;OXALIPLATINE
YOMESANE 500 MG;NICLOSAMIDE
XYLOCAINE 5% NEBULISEUR;LIDOCAINE
METFORMINE WIN 1000 MG;METFORMINE
METFORMINE WIN 1000 MG;METFORMINE
NOVOMIX 30 FLEXPEN;INSULINE HUMAINE
ERLUS 2.5MG/5ML;DESLORATADINE
FLUOXET;FLUOXETINE
CAELYX 2MG/ML;DOXORUBICINE
ULCESTOP;CIMETIDINE
MOTILIUM;DOMPERIDONE
NEUTRAL;HYDROXYDE D'ALUMINIUM / HYDROXYDE DE MAGNESIUM
FORTAIR;FORMOTEROL
NOMYC;FLUCONAZOLE
